,Electrolysis,Fuel Cell
330,-0.0,-0.6869999999999999
331,-0.0,-0.0
332,-0.0,-0.0
333,-0.0,-0.6869999999999999
334,-0.0,-0.6869999999999999
335,-0.0,-0.6869999999999999
336,-0.0,-0.0
337,-0.0,-0.0
338,-0.0,-0.0
339,-0.0,-0.0
340,-0.0,-0.0
341,-0.0,-0.0
342,-0.0,-0.0
343,-0.0,-0.0
344,-0.5598852,-0.0
345,-1.004353,-0.0
346,-1.17964,-0.0
347,-1.147685,-0.0
348,-0.918785,-0.0
349,-0.2311393,-0.0
350,-0.0,-0.0
351,-0.0,-0.0
352,-0.0,-0.0
353,-0.0,-0.0
354,-0.0,-0.0
355,-0.0,-0.0
356,-0.0,-0.6869999999999999
357,-0.0,-0.6869999999999999
358,-0.0,-0.0
359,-0.0,-0.0
360,-0.0,-0.0
361,-0.0,-0.0
362,-0.0,-0.0
363,-0.0,-0.0
364,-0.0,-0.0
365,-0.0,-0.0
366,-0.0,-0.0
367,-0.0,-0.0
368,-0.6355531,-0.0
369,-1.0648259999999998,-0.0
370,-1.2003179999999998,-0.0
371,-1.1092199999999999,-0.0
372,-0.8511789999999999,-0.0
373,-0.17765509999999998,-0.0
374,-0.0,-0.0
375,-0.0,-0.0
376,-0.0,-0.0
377,-0.0,-0.0
378,-0.0,-0.0
379,-0.0,-0.0
380,-0.0,-0.0
381,-0.0,-0.0
382,-0.0,-0.0
383,-0.0,-0.0
384,-0.0,-0.6869999999999999
385,-0.0,-0.0
386,-0.0,-0.0
387,-0.0,-0.0
388,-0.0,-0.0
389,-0.0,-0.0
390,-0.0,-0.0
391,-0.0,-0.0
392,-0.5910589999999999,-0.0
393,-0.9838709999999999,-0.0
394,-1.124067,-0.0
395,-1.059548,-0.0
396,-0.8768199999999999,-0.0
397,-0.2201381,-0.0
398,-0.0,-0.0
399,-0.0,-0.0
400,-0.0,-0.0
401,-0.0,-0.0
402,-0.0,-0.0
403,-0.0,-0.0
404,-0.0,-0.0
405,-0.0,-0.0
406,-0.0,-0.0
407,-0.0,-0.0
408,-0.0,-0.0
409,-0.0,-0.0
410,-0.0,-0.0
411,-0.0,-0.0
412,-0.0,-0.0
413,-0.0,-0.0
414,-0.0,-0.0
415,-0.0,-0.0
416,-0.0,-0.0
417,-0.0,-0.0
418,-0.0,-0.0
419,-0.0,-0.0
420,-0.0,-0.0
421,-0.0,-0.0
422,-0.0,-0.0
423,-0.0,-0.0
424,-0.0,-0.0
425,-0.0,-0.0
426,-0.0,-0.0
427,-0.0,-0.0
428,-0.0,-0.0
429,-0.0,-0.0
430,-0.0,-0.0
431,-0.0,-0.0
432,-0.0,-0.0
433,-0.0,-0.0
434,-0.0,-0.0
435,-0.0,-0.0
436,-0.0,-0.0
437,-0.0,-0.0
438,-0.0,-0.0
439,-0.0,-0.0
440,-0.0,-0.0
441,-0.0,-0.0
442,-0.038956189999999995,-0.0
443,-0.0,-0.0
444,-0.0,-0.0
445,-0.0,-0.0
446,-0.0,-0.0
447,-0.0,-0.0
448,-0.0,-0.0
449,-0.0,-0.0
450,-0.0,-0.0
451,-0.0,-0.0
452,-0.0,-0.0
453,-0.0,-0.0
454,-0.0,-0.0
455,-0.0,-0.0
456,-0.0,-0.0
457,-0.0,-0.0
458,-0.0,-0.0
459,-0.0,-0.0
460,-0.0,-0.0
461,-0.0,-0.0
462,-0.0,-0.0
463,-0.0,-0.0
464,-0.028093519999999997,-0.0
465,-0.36441509999999994,-0.0
466,-0.3478909,-0.0
467,-0.12010949999999998,-0.0
468,-0.0,-0.0
469,-0.0,-0.0
470,-0.0,-0.0
471,-0.0,-0.0
472,-0.0,-0.0
473,-0.0,-0.0
474,-0.0,-0.14685299999999998
475,-0.0,-0.0
476,-0.0,-0.0
477,-0.0,-0.6869999999999999
478,-0.0,-0.6869999999999999
479,-0.0,-0.0
480,-0.0,-0.0
481,-0.0,-0.0
482,-0.0,-0.0
483,-0.0,-0.0
484,-0.0,-0.0
485,-0.0,-0.0
486,-0.0,-0.0
487,-0.0,-0.0
488,-0.0,-0.0
489,-0.0033994519999999994,-0.0
490,-0.30847949999999996,-0.0
491,-0.35608789999999996,-0.0
492,-0.2453871,-0.0
493,-0.0,-0.0
494,-0.0,-0.0
495,-0.0,-0.0
496,-0.0,-0.0
497,-0.0,-0.6869999999999999
498,-0.0,-0.0
499,-0.0,-0.0
500,-0.0,-0.0
501,-0.0,-0.0
502,-0.0,-0.0
503,-0.0,-0.0
504,-0.0,-0.0
505,-0.0,-0.0
506,-0.0,-0.0
507,-0.0,-0.0
508,-0.0,-0.0
509,-0.0,-0.0
510,-0.0,-0.0
511,-0.0,-0.0
512,-0.012005279999999998,-0.0
513,-0.42619149999999995,-0.0
514,-0.598612,-0.0
515,-0.5772598999999999,-0.0
516,-0.3215471,-0.0
517,-0.0,-0.0
518,-0.0,-0.0
519,-0.0,-0.0
520,-0.0,-0.0
521,-0.0,-0.0
522,-0.0,-0.0
523,-0.0,-0.0
524,-0.0,-0.0
525,-0.0,-0.0
526,-0.0,-0.0
527,-0.0,-0.0
528,-0.0,-0.0
529,-0.0,-0.0
530,-0.0,-0.0
531,-0.0,-0.0
532,-0.0,-0.0
533,-0.0,-0.0
534,-0.0,-0.0
535,-0.0,-0.0
536,-0.06845944,-0.0
537,-0.3749193,-0.0
538,-0.25468799999999997,-0.0
539,-0.13271789999999997,-0.0
540,-0.0,-0.0
541,-0.0,-0.0
542,-0.0,-0.0
543,-0.0,-0.0
544,-0.0,-0.0
545,-0.0,-0.0
546,-0.0,-0.0
547,-0.0,-0.0
548,-0.0,-0.0
549,-0.0,-0.0
550,-0.0,-0.0
551,-0.0,-0.0
552,-0.0,-0.0
553,-0.0,-0.0
554,-0.0,-0.0
555,-0.0,-0.0
556,-0.0,-0.0
557,-0.0,-0.0
558,-0.0,-0.0
559,-0.0,-0.0
560,-0.0,-0.0
561,-0.0,-0.0
562,-0.0,-0.0
563,-0.0,-0.0
564,-0.0,-0.0
565,-0.0,-0.0
566,-0.0,-0.0
567,-0.0,-0.0
568,-0.0,-0.0
569,-0.0,-0.0
570,-0.0,-0.0
571,-0.0,-0.0
572,-0.0,-0.0
573,-0.0,-0.0
574,-0.0,-0.0
575,-0.0,-0.0
576,-0.0,-0.6869999999999999
577,-0.0,-0.6869999999999999
578,-0.0,-0.0
579,-0.0,-0.4260708
580,-0.0,-0.0
581,-0.0,-0.0
582,-0.0,-0.0
583,-0.0,-0.0
584,-0.4272793,-0.0
585,-0.5983774999999999,-0.0
586,-0.6904205,-0.0
587,-0.6555143,-0.0
588,-0.5164354999999999,-0.0
589,-0.11209029999999999,-0.0
590,-0.0,-0.0
591,-0.0,-0.0
592,-0.0,-0.0
593,-0.0,-0.0
594,-0.0,-0.0
595,-0.0,-0.0
596,-0.0,-0.0
597,-0.0,-0.0
598,-0.0,-0.0
599,-0.0,-0.0
600,-0.0,-0.0
601,-0.0,-0.0
602,-0.0,-0.0
603,-0.0,-0.0
604,-0.0,-0.0
605,-0.0,-0.0
606,-0.0,-0.0
607,-0.0,-0.0
608,-0.0,-0.0
609,-0.0,-0.0
610,-0.0,-0.0
611,-0.0,-0.0
612,-0.0,-0.0
613,-0.0,-0.0
614,-0.0,-0.0
615,-0.0,-0.0
616,-0.0,-0.0
617,-0.0,-0.0
618,-0.0,-0.0
619,-0.0,-0.0
620,-0.0,-0.0
621,-0.0,-0.0
622,-0.0,-0.0
623,-0.0,-0.1872258
624,-0.0,-0.0
625,-0.0,-0.6869999999999999
626,-0.0,-0.0
627,-0.0,-0.0
628,-0.0,-0.0
629,-0.0,-0.0
630,-0.0,-0.0
631,-0.0,-0.0
632,-0.0,-0.0
633,-0.0,-0.0
634,-0.0,-0.0
635,-0.0,-0.0
636,-0.0,-0.0
637,-0.0,-0.0
638,-0.0,-0.0
639,-0.0,-0.0
640,-0.0,-0.6869999999999999
641,-0.0,-0.0
642,-0.0,-0.0
643,-0.0,-0.0
644,-0.0,-0.0
645,-0.0,-0.0
646,-0.0,-0.0
647,-0.0,-0.0
648,-0.0,-0.0
649,-0.0,-0.0
650,-0.0,-0.0
651,-0.0,-0.0
652,-0.0,-0.0
653,-0.0,-0.0
654,-0.0,-0.0
655,-0.0,-0.0
656,-0.0,-0.0
657,-0.0,-0.0
658,-0.0,-0.0
659,-0.0,-0.0
660,-0.0,-0.0
661,-0.0,-0.0
662,-0.0,-0.0
663,-0.0,-0.0
664,-0.0,-0.0
665,-0.0,-0.0
666,-0.0,-0.0
667,-0.0,-0.0
668,-0.0,-0.0
669,-0.0,-0.0
670,-0.0,-0.0
671,-0.0,-0.0
672,-0.0,-0.0
673,-0.0,-0.0
674,-0.0,-0.0
675,-0.0,-0.0
676,-0.0,-0.0
677,-0.0,-0.0
678,-0.0,-0.0
679,-0.0,-0.0
680,-0.0,-0.0
681,-0.0,-0.0
682,-0.0,-0.0
683,-0.0,-0.0
684,-0.0,-0.0
685,-0.0,-0.0
686,-0.0,-0.0
687,-0.0,-0.0
688,-0.0,-0.0
689,-0.0,-0.0
690,-0.0,-0.0
691,-0.0,-0.0
692,-0.0,-0.0
693,-0.0,-0.0
694,-0.0,-0.0
695,-0.0,-0.0
696,-0.0,-0.0
697,-0.0,-0.0
698,-0.0,-0.0
699,-0.0,-0.0
700,-0.0,-0.0
701,-0.0,-0.0
702,-0.0,-0.0
703,-0.0,-0.0
704,-0.0,-0.0
705,-0.0,-0.0
706,-0.0,-0.0
707,-0.0,-0.0
708,-0.0,-0.0
709,-0.0,-0.0
710,-0.0,-0.0
711,-0.0,-0.0
712,-0.0,-0.0
713,-0.0,-0.0
714,-0.0,-0.0
715,-0.0,-0.0
716,-0.0,-0.0
717,-0.0,-0.0
718,-0.0,-0.0
719,-0.0,-0.0
720,-0.0,-0.0
721,-0.0,-0.0
722,-0.0,-0.0
723,-0.0,-0.0
724,-0.0,-0.0
725,-0.0,-0.0
726,-0.0,-0.0
727,-0.0,-0.0
728,-0.0,-0.0
729,-0.0,-0.0
730,-0.0,-0.0
731,-0.0,-0.0
732,-0.0,-0.0
733,-0.0,-0.0
734,-0.0,-0.0
735,-0.0,-0.0
736,-0.0,-0.0
737,-0.0,-0.0
738,-0.0,-0.0
739,-0.0,-0.0
740,-0.0,-0.0
741,-0.0,-0.0
742,-0.0,-0.0
743,-0.0,-0.0
744,-0.0,-0.0
745,-0.0,-0.0
746,-0.0,-0.0
747,-0.0,-0.0
748,-0.0,-0.0
749,-0.0,-0.0
750,-0.0,-0.0
751,-0.0,-0.0
752,-0.1380113,-0.0
753,-0.4575115999999999,-0.0
754,-0.6125091,-0.0
755,-0.7376459999999999,-0.0
756,-0.5228138999999999,-0.0
757,-0.1335509,-0.0
758,-0.0,-0.0
759,-0.0,-0.0
760,-0.0,-0.0
761,-0.0,-0.0
762,-0.0,-0.0
763,-0.0,-0.0
764,-0.0,-0.0
765,-0.0,-0.0
766,-0.0,-0.0
767,-0.0,-0.0
768,-0.0,-0.6154679999999999
769,-0.0,-0.46619399999999994
770,-0.0,-0.0
771,-0.0,-0.0
772,-0.0,-0.0
773,-0.0,-0.0
774,-0.0,-0.0
775,-0.0,-0.0
776,-0.03509051,-0.0
777,-0.1107631,-0.0
778,-0.2124668,-0.0
779,-0.09096919999999999,-0.0
780,-0.0,-0.0
781,-0.0,-0.0
782,-0.0,-0.0
783,-0.0,-0.0
784,-0.0,-0.6869999999999999
785,-0.0,-0.0
786,-0.0,-0.0
787,-0.0,-0.0
788,-0.0,-0.0
789,-0.0,-0.0
790,-0.0,-0.6869999999999999
791,-0.0,-0.0
792,-0.0,-0.0
793,-0.0,-0.6869999999999999
794,-0.0,-0.0
795,-0.0,-0.0
796,-0.0,-0.6869999999999999
797,-0.0,-0.0
798,-0.0,-0.0
799,-0.179865,-0.0
800,-0.794605,-0.0
801,-1.081829,-0.0
802,-1.228612,-0.0
803,-1.210342,-0.0
804,-0.980091,-0.0
805,-0.4581331999999999,-0.0
806,-0.0,-0.0
807,-0.0,-0.0
808,-0.0,-0.6869999999999999
809,-0.0,-0.0
810,-0.0,-0.6869999999999999
811,-0.0,-0.6869999999999999
812,-0.0,-0.0
813,-0.0,-0.0
814,-0.0,-0.0
815,-0.0,-0.0
816,-0.0,-0.6869999999999999
817,-0.0,-0.6869999999999999
818,-0.0,-0.0
819,-0.0,-0.0
820,-0.0,-0.0
821,-0.0,-0.0
822,-0.0,-0.0
823,-0.0,-0.0
824,-0.0,-0.0
825,-0.20103929999999998,-0.0
826,-0.2909816,-0.0
827,-0.2728341,-0.0
828,-0.2320759,-0.0
829,-0.0,-0.0
830,-0.0,-0.0
831,-0.0,-0.0
832,-0.0,-0.0
833,-0.0,-0.0
834,-0.0,-0.6869999999999999
835,-0.0,-0.0
836,-0.0,-0.0
837,-0.0,-0.0
838,-0.0,-0.6869999999999999
839,-0.0,-0.0
840,-0.0,-0.0
841,-0.0,-0.0
842,-0.0,-0.0
843,-0.0,-0.0
844,-0.0,-0.0
845,-0.0,-0.0
846,-0.0,-0.0
847,-0.0,-0.0
848,-0.5462849,-0.0
849,-1.0275439999999998,-0.0
850,-1.22906,-0.0
851,-1.163197,-0.0
852,-0.956361,-0.0
853,-0.34831999999999996,-0.0
854,-0.0,-0.0
855,-0.0,-0.0
856,-0.0,-0.6869999999999999
857,-0.0,-0.6869999999999999
858,-0.0,-0.6869999999999999
859,-0.0,-0.6869999999999999
860,-0.0,-0.0
861,-0.0,-0.0
862,-0.0,-0.6869999999999999
863,-0.0,-0.0
864,-0.0,-0.0
865,-0.0,-0.6869999999999999
866,-0.0,-0.0
867,-0.0,-0.6869999999999999
868,-0.0,-0.600726
869,-0.0,-0.0
870,-0.0,-0.0
871,-0.0,-0.0
872,-0.0,-0.0
873,-0.0,-0.0
874,-0.0,-0.0
875,-0.0,-0.0
876,-0.26935509999999996,-0.0
877,-0.23571029999999998,-0.0
878,-0.0,-0.0
879,-0.0,-0.0
880,-0.0,-0.6869999999999999
881,-0.0,-0.6869999999999999
882,-0.0,-0.6869999999999999
883,-0.0,-0.0
884,-0.0,-0.0
885,-0.0,-0.0
886,-0.0,-0.0
887,-0.0,-0.0
888,-0.0,-0.0
889,-0.0,-0.0
890,-0.0,-0.0
891,-0.0,-0.0
892,-0.0,-0.0
893,-0.0,-0.0
894,-0.0,-0.0
895,-0.2191784,-0.0
896,-0.736827,-0.0
897,-1.060409,-0.0
898,-1.0896339999999998,-0.0
899,-0.8866199999999999,-0.0
900,-0.6468069999999999,-0.0
901,-0.18083589999999997,-0.0
902,-0.0,-0.0
903,-0.0,-0.0
904,-0.0,-0.0
905,-0.0,-0.0
906,-0.0,-0.0
907,-0.0,-0.0
908,-0.0,-0.0
909,-0.0,-0.0
910,-0.0,-0.0
911,-0.0,-0.0
912,-0.0,-0.0
913,-0.0,-0.0
914,-0.0,-0.0
915,-0.0,-0.0
916,-0.0,-0.0
917,-0.0,-0.0
918,-0.0,-0.0
919,-0.02316468,-0.0
920,-0.1731009,-0.0
921,-0.3628842,-0.0
922,-0.4286338,-0.0
923,-0.42796739999999994,-0.0
924,-0.3413641,-0.0
925,-0.0,-0.0
926,-0.0,-0.0
927,-0.0,-0.0
928,-0.0,-0.0
929,-0.0,-0.0
930,-0.0,-0.0
931,-0.0,-0.0
932,-0.0,-0.5114562
933,-0.0,-0.0
934,-0.0,-0.0
935,-0.0,-0.0
936,-0.0,-0.6869999999999999
937,-0.0,-0.0
938,-0.0,-0.0
939,-0.0,-0.0
940,-0.0,-0.0
941,-0.0,-0.0
942,-0.0,-0.0
943,-0.0,-0.0
944,-0.0,-0.0
945,-0.0,-0.0
946,-0.0,-0.0
947,-0.0,-0.0
948,-0.0,-0.0
949,-0.0,-0.0
950,-0.0,-0.0
951,-0.0,-0.0
952,-0.0,-0.6869999999999999
953,-0.0,-0.6869999999999999
954,-0.0,-0.0
955,-0.0,-0.6869999999999999
956,-0.0,-0.0
957,-0.0,-0.6869999999999999
958,-0.0,-0.0
959,-0.0,-0.0
960,-0.0,-0.0
961,-0.0,-0.0
962,-0.0,-0.0
963,-0.0,-0.0
964,-0.0,-0.0
965,-0.0,-0.0
966,-0.0,-0.0
967,-0.0,-0.0
968,-0.0,-0.0
969,-0.010047799999999999,-0.0
970,-0.0,-0.0
971,-0.0,-0.0
972,-0.0,-0.0
973,-0.0,-0.0
974,-0.0,-0.0
975,-0.0,-0.0
976,-0.0,-0.0
977,-0.0,-0.0
978,-0.0,-0.006028680000000001
979,-0.0,-0.0
980,-0.0,-0.0
981,-0.0,-0.0
982,-0.0,-0.0
983,-0.0,-0.0
984,-0.0,-0.0
985,-0.0,-0.0
986,-0.0,-0.0
987,-0.0,-0.0
988,-0.0,-0.0
989,-0.0,-0.0
990,-0.0,-0.0
991,-0.0,-0.0
992,-0.0,-0.0
993,-0.2596902,-0.0
994,-0.4580197999999999,-0.0
995,-0.4906041,-0.0
996,-0.33518939999999997,-0.0
997,-0.0,-0.0
998,-0.0,-0.0
999,-0.0,-0.0
1000,-0.0,-0.0
1001,-0.0,-0.0
1002,-0.0,-0.0
1003,-0.0,-0.0
1004,-0.0,-0.23910179999999998
1005,-0.0,-0.0
1006,-0.0,-0.6869999999999999
1007,-0.0,-0.0
1008,-0.0,-0.0
1009,-0.0,-0.0
1010,-0.0,-0.0
1011,-0.0,-0.0
1012,-0.0,-0.0
1013,-0.0,-0.0
1014,-0.0,-0.0
1015,-0.0,-0.0
1016,-0.0,-0.0
1017,-0.34798399999999996,-0.0
1018,-0.6160091,-0.0
1019,-0.5846511999999999,-0.0
1020,-0.42863169999999995,-0.0
1021,-0.0,-0.0
1022,-0.0,-0.0
1023,-0.0,-0.0
1024,-0.0,-0.0
1025,-0.0,-0.0
1026,-0.0,-0.0
1027,-0.0,-0.0
1028,-0.0,-0.0
1029,-0.0,-0.0
1030,-0.0,-0.49936559999999997
1031,-0.0,-0.6869999999999999
1032,-0.0,-0.0
1033,-0.0,-0.0
1034,-0.0,-0.0
1035,-0.0,-0.0
1036,-0.0,-0.0
1037,-0.0,-0.0
1038,-0.0,-0.0
1039,-0.0,-0.0
1040,-0.26208489999999995,-0.0
1041,-0.5568527999999999,-0.0
1042,-0.6596029999999999,-0.0
1043,-0.5411623,-0.0
1044,-0.32271469999999997,-0.0
1045,-0.0,-0.0
1046,-0.0,-0.03145062
1047,-0.0,-0.6869999999999999
1048,-0.0,-0.0
1049,-0.0,-0.0
1050,-0.0,-0.6869999999999999
1051,-0.0,-0.0
1052,-0.0,-0.0
1053,-0.0,-0.0
1054,-0.0,-0.0
1055,-0.0,-0.0
1056,-0.0,-0.0
1057,-0.0,-0.0
1058,-0.0,-0.0
1059,-0.0,-0.0
1060,-0.0,-0.0
1061,-0.0,-0.0
1062,-0.0,-0.0
1063,-0.0,-0.0
1064,-0.4206964999999999,-0.0
1065,-0.6720706999999999,-0.0
1066,-0.7385909999999999,-0.0
1067,-0.6666302999999999,-0.0
1068,-0.5509189,-0.0
1069,-0.07908389999999998,-0.0
1070,-0.0,-0.0
1071,-0.0,-0.0
1072,-0.0,-0.502797
1073,-0.0,-0.0
1074,-0.0,-0.6869999999999999
1075,-0.0,-0.6869999999999999
1076,-0.0,-0.0
1077,-0.0,-0.0
1078,-0.0,-0.0
1079,-0.0,-0.0
