,H2
831,260.0
832,260.0
833,260.0
834,260.0
835,260.0
836,260.0
837,260.0
838,260.0
839,260.0
840,260.0
841,260.0
842,260.0
843,260.0
844,260.0
845,260.0
846,260.0
847,260.0
848,260.0
849,260.0
850,260.0
851,260.0
852,260.0
853,260.0
854,260.0
855,260.0
856,260.0
857,260.0
858,260.0
859,260.0
860,260.0
861,260.0
862,260.0
863,260.0
864,260.0
865,260.0
866,260.0
867,260.0
868,260.0
869,260.0
870,260.0
871,260.0
872,260.0
873,260.0
874,260.0
875,260.0
876,260.0
877,260.0
878,260.0
879,260.0
880,260.0
881,260.0
882,260.0
883,260.0
884,260.0
885,260.0
886,260.0
887,260.0
888,260.0
889,260.0
890,260.0
891,260.0
892,260.0
893,260.0
894,260.0
895,260.0
896,260.0
897,260.0
898,260.0
899,260.0
900,260.0
901,260.0
902,260.0
903,260.0
904,260.0
905,260.0
906,260.0
907,260.0
908,260.0
909,260.0
910,260.0
911,260.0
912,260.0
913,260.0
914,260.0
915,260.0
916,260.0
917,260.0
918,260.0
919,260.0
920,260.0
921,260.0
922,260.0
923,260.0
924,260.0
925,260.0
926,260.0
927,260.0
928,260.0
929,260.0
930,260.0
931,260.0
932,260.0
933,260.0
934,260.0
935,260.0
936,260.0
937,260.0
938,260.0
939,260.0
940,260.0
941,260.0
942,260.0
943,260.0
944,260.0
945,260.0
946,260.0
947,260.0
948,260.0
949,260.0
950,260.0
951,260.0
952,260.0
953,260.0
954,260.0
955,260.0
956,260.0
957,260.0
958,260.0
959,260.0
960,260.0
961,260.0
962,260.0
963,260.0
964,260.0
965,260.0
966,260.0
967,260.0
968,260.0
969,260.0
970,260.0
971,260.0
972,260.0
973,260.0
974,260.0
975,260.0
976,260.0
977,260.0
978,260.0
979,260.0
980,260.0
981,260.0
982,260.0
983,260.0
984,260.0
985,260.0
986,260.0
987,260.0
988,260.0
989,260.0
990,260.0
991,260.0
992,260.0
993,260.0
994,260.0
995,260.0
996,260.0
997,260.0
998,260.0
999,260.0
1000,260.0
1001,260.0
1002,260.0
1003,260.0
1004,260.0
1005,260.0
1006,260.0
1007,260.0
1008,260.0
1009,260.0
1010,260.0
1011,260.0
1012,260.0
1013,260.0
1014,260.0
1015,260.0
1016,260.0
1017,260.0
1018,260.0
1019,260.0
1020,260.0
1021,260.0
1022,260.0
1023,260.0
1024,260.0
1025,260.0
1026,260.0
1027,260.0
1028,260.0
1029,260.0
1030,260.0
1031,260.0
1032,260.0
1033,260.0
1034,260.0
1035,260.0
1036,260.0
1037,260.0
1038,260.0
1039,260.0
1040,260.0
1041,260.0
1042,260.0
1043,260.0
1044,260.0
1045,260.0
1046,260.0
1047,260.0
1048,260.0
1049,260.0
1050,260.0
1051,260.0
1052,260.0
1053,260.0
1054,260.0
1055,260.0
1056,260.0
1057,260.0
1058,260.0
1059,260.0
1060,260.0
1061,260.0
1062,260.0
1063,260.0
1064,260.0
1065,260.0
1066,260.0
1067,260.0
1068,260.0
1069,260.0
1070,260.0
1071,260.0
1072,260.0
1073,260.0
1074,260.0
1075,260.0
1076,260.0
1077,260.0
1078,260.0
1079,260.0
1080,260.0
1081,260.0
1082,260.0
1083,260.0
1084,260.0
1085,260.0
1086,260.0
1087,260.0
1088,260.0
1089,260.0
1090,260.0
1091,260.0
1092,260.0
1093,260.0
1094,260.0
1095,260.0
1096,260.0
1097,260.0
1098,260.0
1099,260.0
1100,260.0
1101,260.0
1102,260.0
1103,260.0
1104,260.0
1105,260.0
1106,260.0
1107,260.0
1108,260.0
1109,260.0
1110,260.0
1111,260.0
1112,260.0
1113,260.0
1114,260.0
1115,260.0
1116,260.0
1117,260.0
1118,260.0
1119,260.0
1120,260.0
1121,260.0
1122,260.0
1123,260.0
1124,260.0
1125,260.0
1126,260.0
1127,260.0
1128,260.0
1129,260.0
1130,260.0
1131,260.0
1132,260.0
1133,260.0
1134,260.0
1135,260.0
1136,260.0
1137,260.0
1138,260.0
1139,260.0
1140,260.0
1141,260.0
1142,260.0
1143,260.0
1144,260.0
1145,260.0
1146,260.0
1147,260.0
1148,260.0
1149,260.0
1150,260.0
1151,260.0
1152,260.0
1153,260.0
1154,260.0
1155,260.0
1156,260.0
1157,260.0
1158,260.0
1159,260.0
1160,260.0
1161,260.0
1162,260.0
1163,260.0
1164,260.0
1165,260.0
1166,260.0
1167,260.0
1168,260.0
1169,260.0
1170,260.0
1171,260.0
1172,260.0
1173,260.0
1174,260.0
1175,260.0
1176,260.0
1177,260.0
1178,260.0
1179,260.0
1180,260.0
1181,260.0
1182,260.0
1183,260.0
1184,260.0
1185,260.0
1186,260.0
1187,260.0
1188,260.0
1189,260.0
1190,260.0
1191,260.0
1192,260.0
1193,260.0
1194,260.0
1195,260.0
1196,260.0
1197,260.0
1198,260.0
1199,260.0
1200,260.0
1201,260.0
1202,260.0
1203,260.0
1204,260.0
1205,260.0
1206,260.0
1207,260.0
1208,260.0
1209,260.0
1210,260.0
1211,260.0
1212,260.0
1213,260.0
1214,260.0
1215,260.0
1216,260.0
1217,260.0
1218,260.0
1219,260.0
1220,260.0
1221,260.0
1222,260.0
1223,260.0
1224,260.0
1225,260.0
1226,260.0
1227,260.0
1228,260.0
1229,260.0
1230,260.0
1231,260.0
1232,260.0
1233,260.0
1234,260.0
1235,260.0
1236,260.0
1237,260.0
1238,260.0
1239,260.0
1240,260.0
1241,260.0
1242,260.0
1243,260.0
1244,260.0
1245,260.0
1246,260.0
1247,260.0
1248,260.0
1249,260.0
1250,260.0
1251,260.0
1252,260.0
1253,260.0
1254,260.0
1255,260.0
1256,260.0
1257,260.0
1258,260.0
1259,260.0
1260,260.0
1261,260.0
1262,260.0
1263,260.0
1264,260.0
1265,260.0
1266,260.0
1267,260.0
1268,260.0
1269,260.0
1270,260.0
1271,260.0
1272,260.0
1273,260.0
1274,260.0
1275,260.0
1276,260.0
1277,260.0
1278,260.0
1279,260.0
1280,260.0
1281,260.0
1282,260.0
1283,260.0
1284,260.0
1285,260.0
1286,260.0
1287,260.0
1288,260.0
1289,260.0
1290,260.0
1291,260.0
1292,260.0
1293,260.0
1294,260.0
1295,260.0
1296,260.0
1297,260.0
1298,260.0
1299,260.0
1300,260.0
1301,260.0
1302,260.0
1303,260.0
1304,260.0
1305,260.0
1306,260.0
1307,260.0
1308,260.0
1309,260.0
1310,260.0
1311,260.0
1312,260.0
1313,260.0
1314,260.0
1315,260.0
1316,260.0
1317,260.0
1318,260.0
1319,260.0
1320,260.0
1321,260.0
1322,260.0
1323,260.0
1324,260.0
1325,260.0
1326,260.0
1327,260.0
1328,260.0
1329,260.0
1330,260.0
1331,260.0
1332,260.0
1333,260.0
1334,260.0
1335,260.0
1336,260.0
1337,260.0
1338,260.0
1339,260.0
1340,260.0
1341,260.0
1342,260.0
1343,260.0
1344,260.0
1345,260.0
1346,260.0
1347,260.0
1348,260.0
1349,260.0
1350,260.0
1351,260.0
1352,260.0
1353,260.0
1354,260.0
1355,260.0
1356,260.0
1357,260.0
1358,260.0
1359,260.0
1360,260.0
1361,260.0
1362,260.0
1363,260.0
1364,260.0
1365,260.0
1366,260.0
1367,260.0
1368,260.0
1369,260.0
1370,260.0
1371,260.0
1372,260.0
1373,260.0
1374,260.0
1375,260.0
1376,260.0
1377,260.0
1378,260.0
1379,260.0
1380,260.0
1381,260.0
1382,260.0
1383,260.0
1384,260.0
1385,260.0
1386,260.0
1387,260.0
1388,260.0
1389,260.0
1390,260.0
1391,260.0
1392,260.0
1393,260.0
1394,260.0
1395,260.0
1396,260.0
1397,260.0
1398,260.0
1399,260.0
1400,260.0
1401,260.0
1402,260.0
1403,260.0
1404,260.0
1405,260.0
1406,260.0
1407,260.0
1408,260.0
1409,260.0
1410,260.0
1411,260.0
1412,260.0
1413,260.0
1414,260.0
1415,260.0
1416,260.0
1417,260.0
1418,260.0
1419,260.0
1420,260.0
1421,260.0
1422,260.0
1423,260.0
1424,260.0
1425,260.0
1426,260.0
1427,260.0
1428,260.0
1429,260.0
1430,260.0
1431,260.0
1432,260.0
1433,260.0
1434,260.0
1435,260.0
1436,260.0
1437,260.0
1438,260.0
1439,260.0
1440,260.0
1441,260.0
1442,260.0
1443,260.0
1444,260.0
1445,260.0
1446,260.0
1447,260.0
1448,260.0
1449,260.0
1450,260.0
1451,260.0
1452,260.0
1453,260.0
1454,260.0
1455,260.0
1456,260.0
1457,260.0
1458,260.0
1459,260.0
1460,260.0
1461,260.0
1462,260.0
1463,260.0
1464,260.0
1465,260.0
1466,260.0
1467,260.0
1468,260.0
1469,260.0
1470,260.0
1471,260.0
1472,260.0
1473,260.0
1474,260.0
1475,260.0
1476,260.0
1477,260.0
1478,260.0
1479,260.0
1480,260.0
1481,260.0
1482,260.0
1483,260.0
1484,260.0
1485,260.0
1486,260.0
1487,260.0
1488,260.0
1489,260.0
1490,260.0
1491,260.0
1492,260.0
1493,260.0
1494,260.0
1495,260.0
1496,260.0
1497,260.0
1498,260.0
1499,260.0
1500,260.0
1501,260.0
1502,260.0
1503,260.0
1504,260.0
1505,260.0
1506,260.0
1507,260.0
1508,260.0
1509,260.0
1510,260.0
1511,260.0
1512,260.0
1513,260.0
1514,260.0
1515,260.0
1516,260.0
1517,260.0
1518,260.0
1519,260.0
1520,260.0
1521,260.0
1522,260.0
1523,260.0
1524,260.0
1525,260.0
1526,260.0
1527,260.0
1528,260.0
1529,260.0
1530,260.0
1531,260.0
1532,260.0
1533,260.0
1534,260.0
1535,260.0
1536,260.0
1537,260.0
1538,260.0
1539,260.0
1540,260.0
1541,260.0
1542,260.0
1543,260.0
1544,260.0
1545,260.0
1546,260.0
1547,260.0
1548,260.0
1549,260.0
1550,260.0
1551,260.0
1552,260.0
1553,260.0
1554,260.0
1555,260.0
1556,260.0
1557,260.0
1558,260.0
1559,260.0
1560,260.0
1561,260.0
1562,260.0
1563,260.0
1564,260.0
1565,260.0
1566,260.0
1567,260.0
1568,260.0
1569,260.0
1570,260.0
1571,260.0
1572,260.0
1573,260.0
1574,260.0
1575,260.0
1576,260.0
1577,260.0
1578,260.0
1579,260.0
1580,260.0
1581,260.0
1582,260.0
1583,260.0
1584,260.0
1585,260.0
1586,260.0
1587,260.0
1588,260.0
1589,260.0
1590,260.0
1591,260.0
1592,260.0
1593,260.0
1594,260.0
1595,260.0
1596,260.0
1597,260.0
1598,260.0
1599,260.0
1600,260.0
1601,260.0
1602,260.0
1603,260.0
1604,260.0
1605,260.0
1606,260.0
1607,260.0
1608,260.0
1609,260.0
1610,260.0
1611,260.0
1612,260.0
1613,260.0
1614,260.0
1615,260.0
1616,260.0
1617,260.0
1618,260.0
1619,260.0
1620,260.0
1621,260.0
1622,260.0
1623,260.0
1624,260.0
1625,260.0
1626,260.0
1627,260.0
1628,260.0
1629,260.0
1630,260.0
1631,260.0
1632,260.0
1633,260.0
1634,260.0
1635,260.0
1636,260.0
1637,260.0
1638,260.0
1639,260.0
1640,260.0
1641,260.0
1642,260.0
1643,260.0
1644,260.0
1645,260.0
1646,260.0
1647,260.0
1648,260.0
1649,260.0
1650,260.0
1651,260.0
1652,260.0
1653,260.0
1654,260.0
1655,260.0
1656,260.0
1657,260.0
1658,260.0
1659,260.0
1660,260.0
1661,260.0
1662,260.0
1663,260.0
1664,260.0
1665,260.0
1666,260.0
1667,260.0
1668,260.0
1669,260.0
1670,260.0
1671,260.0
1672,260.0
1673,260.0
1674,260.0
1675,260.0
1676,260.0
1677,260.0
1678,260.0
1679,260.0
1680,260.0
1681,260.0
1682,260.0
1683,260.0
1684,260.0
1685,260.0
1686,260.0
1687,260.0
1688,260.0
1689,260.0
1690,260.0
1691,260.0
1692,260.0
1693,260.0
1694,260.0
1695,260.0
1696,260.0
1697,260.0
1698,260.0
1699,260.0
1700,260.0
1701,260.0
1702,260.0
1703,260.0
1704,260.0
1705,260.0
1706,260.0
1707,260.0
1708,260.0
1709,260.0
1710,260.0
1711,260.0
1712,260.0
1713,260.0
1714,260.0
1715,260.0
1716,260.0
1717,260.0
1718,260.0
1719,260.0
1720,260.0
1721,260.0
1722,260.0
1723,260.0
1724,260.0
1725,260.0
1726,260.0
1727,260.0
1728,260.0
1729,260.0
1730,260.0
1731,260.0
1732,260.0
1733,260.0
1734,260.0
1735,260.0
1736,260.0
1737,260.0
1738,260.0
1739,260.0
1740,260.0
1741,260.0
1742,260.0
1743,260.0
1744,260.0
1745,260.0
1746,260.0
1747,260.0
1748,260.0
1749,260.0
1750,260.0
1751,260.0
1752,260.0
1753,260.0
1754,260.0
1755,260.0
1756,260.0
1757,260.0
1758,260.0
1759,260.0
1760,260.0
1761,260.0
1762,260.0
1763,260.0
1764,260.0
1765,260.0
1766,260.0
1767,260.0
1768,260.0
1769,260.0
1770,260.0
1771,260.0
1772,260.0
1773,260.0
1774,260.0
1775,260.0
1776,260.0
1777,260.0
1778,260.0
1779,260.0
1780,260.0
1781,260.0
1782,260.0
1783,260.0
1784,260.0
1785,260.0
1786,260.0
1787,260.0
1788,260.0
1789,260.0
1790,260.0
1791,260.0
1792,260.0
1793,260.0
1794,260.0
1795,260.0
1796,260.0
1797,260.0
1798,260.0
1799,260.0
1800,260.0
1801,260.0
1802,260.0
1803,260.0
1804,260.0
1805,260.0
1806,260.0
1807,260.0
1808,260.0
1809,260.0
1810,260.0
1811,260.0
1812,260.0
1813,260.0
1814,260.0
1815,260.0
1816,260.0
1817,260.0
1818,260.0
1819,260.0
1820,260.0
1821,260.0
1822,260.0
1823,260.0
1824,260.0
1825,260.0
1826,260.0
1827,260.0
1828,260.0
1829,260.0
1830,260.0
1831,260.0
1832,260.0
1833,260.0
1834,260.0
1835,260.0
1836,260.0
1837,260.0
1838,260.0
1839,260.0
1840,260.0
1841,260.0
1842,260.0
1843,260.0
1844,260.0
1845,260.0
1846,260.0
1847,260.0
1848,260.0
1849,260.0
1850,260.0
1851,260.0
1852,260.0
1853,260.0
1854,260.0
1855,260.0
1856,260.0
1857,260.0
1858,260.0
1859,260.0
1860,260.0
1861,260.0
1862,260.0
1863,260.0
1864,260.0
1865,260.0
1866,260.0
1867,260.0
1868,260.0
1869,260.0
1870,260.0
1871,260.0
1872,260.0
1873,260.0
1874,260.0
1875,260.0
1876,260.0
1877,260.0
1878,260.0
1879,260.0
1880,260.0
1881,260.0
1882,260.0
1883,260.0
1884,260.0
1885,260.0
1886,260.0
1887,260.0
1888,260.0
1889,260.0
1890,260.0
1891,260.0
1892,260.0
1893,260.0
1894,260.0
1895,260.0
1896,260.0
1897,260.0
1898,260.0
1899,260.0
1900,260.0
1901,260.0
1902,260.0
1903,260.0
1904,260.0
1905,260.0
1906,260.0
1907,260.0
1908,260.0
1909,260.0
1910,260.0
1911,260.0
1912,260.0
1913,260.0
1914,260.0
1915,260.0
1916,260.0
1917,260.0
1918,260.0
1919,260.0
1920,260.0
1921,260.0
1922,260.0
1923,260.0
1924,260.0
1925,260.0
1926,260.0
1927,260.0
1928,260.0
1929,260.0
1930,260.0
1931,260.0
1932,260.0
1933,260.0
1934,260.0
1935,260.0
1936,260.0
1937,260.0
1938,260.0
1939,260.0
1940,260.0
1941,260.0
1942,260.0
1943,260.0
1944,260.0
1945,260.0
1946,260.0
1947,260.0
1948,260.0
1949,260.0
1950,260.0
1951,260.0
1952,260.0
1953,260.0
1954,260.0
1955,260.0
1956,260.0
1957,260.0
1958,260.0
1959,260.0
1960,260.0
1961,260.0
1962,260.0
1963,260.0
1964,260.0
1965,260.0
1966,260.0
1967,260.0
1968,260.0
1969,260.0
1970,260.0
1971,260.0
1972,260.0
1973,260.0
1974,260.0
1975,260.0
1976,260.0
1977,260.0
1978,260.0
1979,260.0
1980,260.0
1981,260.0
1982,260.0
1983,260.0
1984,260.0
1985,260.0
1986,260.0
1987,260.0
1988,260.0
1989,260.0
1990,260.0
1991,260.0
1992,260.0
1993,260.0
1994,260.0
1995,260.0
1996,260.0
1997,260.0
1998,260.0
1999,260.0
2000,260.0
2001,260.0
2002,260.0
2003,260.0
2004,260.0
2005,260.0
2006,260.0
2007,260.0
2008,260.0
2009,260.0
2010,260.0
2011,260.0
2012,260.0
2013,260.0
2014,260.0
2015,260.0
2016,260.0
2017,260.0
2018,260.0
2019,260.0
2020,260.0
2021,260.0
2022,260.0
2023,260.0
2024,260.0
2025,260.0
2026,260.0
2027,260.0
2028,260.0
2029,260.0
2030,260.0
2031,260.0
2032,260.0
2033,260.0
2034,260.0
2035,260.0
2036,260.0
2037,260.0
2038,260.0
2039,260.0
2040,260.0
2041,260.0
2042,260.0
2043,260.0
2044,260.0
2045,260.0
2046,260.0
2047,260.0
2048,260.0
2049,260.0
2050,260.0
2051,260.0
2052,260.0
2053,260.0
2054,260.0
2055,260.0
2056,260.0
2057,260.0
2058,260.0
2059,260.0
2060,260.0
2061,260.0
2062,260.0
2063,260.0
2064,260.0
2065,260.0
2066,260.0
2067,260.0
2068,260.0
2069,260.0
2070,260.0
2071,260.0
2072,260.0
2073,260.0
2074,260.0
2075,260.0
2076,260.0
2077,260.0
2078,260.0
2079,260.0
2080,260.0
2081,260.0
2082,260.0
2083,260.0
2084,260.0
2085,260.0
2086,260.0
2087,260.0
2088,260.0
2089,260.0
2090,260.0
2091,260.0
2092,260.0
2093,260.0
2094,260.0
2095,260.0
2096,260.0
2097,260.0
2098,260.0
2099,260.0
2100,260.0
2101,260.0
2102,260.0
2103,260.0
2104,260.0
2105,260.0
2106,260.0
2107,260.0
2108,260.0
2109,260.0
2110,260.0
2111,260.0
2112,260.0
2113,260.0
2114,260.0
2115,260.0
2116,260.0
2117,260.0
2118,260.0
2119,260.0
2120,260.0
2121,260.0
2122,260.0
2123,260.0
2124,260.0
2125,260.0
2126,260.0
2127,260.0
2128,260.0
2129,260.0
2130,260.0
2131,260.0
2132,260.0
2133,260.0
2134,260.0
2135,260.0
2136,260.0
2137,260.0
2138,260.0
2139,260.0
2140,260.0
