,Electrolysis,Fuel Cell
0,341.0,0.0
1,341.0,0.0
2,341.0,0.0
3,341.0,0.0
4,341.0,0.0
5,341.0,0.0
6,341.0,0.0
7,341.0,0.0
8,341.0,0.0
9,341.0,0.0
10,341.0,0.0
11,341.0,0.0
12,341.0,0.0
13,341.0,0.0
14,341.0,0.0
15,341.0,0.0
16,341.0,0.0
17,341.0,0.0
18,341.0,0.0
19,341.0,0.0
20,341.0,0.0
21,341.0,0.0
22,341.0,0.0
23,341.0,0.0
24,341.0,0.0
25,341.0,0.0
26,341.0,0.0
27,341.0,0.0
28,341.0,0.0
29,341.0,0.0
30,341.0,0.0
31,341.0,0.0
32,341.0,0.0
33,0.0,204.6
34,0.0,204.6
35,0.0,204.6
36,0.0,204.6
37,341.0,0.0
38,341.0,0.0
39,341.0,0.0
40,341.0,0.0
41,341.0,0.0
42,341.0,0.0
43,341.0,0.0
44,341.0,0.0
45,341.0,0.0
46,341.0,0.0
47,341.0,0.0
48,341.0,0.0
49,341.0,0.0
50,341.0,0.0
51,341.0,0.0
52,341.0,0.0
53,341.0,0.0
54,341.0,0.0
55,341.0,0.0
56,341.0,0.0
57,341.0,0.0
58,0.0,204.6
59,0.0,204.6
60,0.0,204.6
61,341.0,0.0
62,341.0,0.0
63,341.0,0.0
64,341.0,0.0
65,341.0,0.0
66,341.0,0.0
67,341.0,0.0
68,341.0,0.0
69,341.0,0.0
70,341.0,0.0
71,341.0,0.0
72,341.0,0.0
73,341.0,0.0
74,341.0,0.0
75,341.0,0.0
76,341.0,0.0
77,341.0,0.0
78,341.0,0.0
79,341.0,0.0
80,341.0,0.0
81,341.0,0.0
82,341.0,0.0
83,341.0,0.0
84,341.0,0.0
85,341.0,0.0
86,341.0,0.0
87,341.0,0.0
88,341.0,0.0
89,341.0,0.0
90,341.0,0.0
91,341.0,0.0
92,341.0,0.0
93,341.0,0.0
94,341.0,0.0
95,341.0,0.0
96,341.0,0.0
97,341.0,0.0
98,341.0,0.0
99,341.0,0.0
100,341.0,0.0
101,341.0,0.0
102,341.0,0.0
103,341.0,0.0
104,341.0,0.0
105,341.0,0.0
106,341.0,0.0
107,341.0,0.0
108,341.0,0.0
109,341.0,0.0
110,341.0,0.0
111,341.0,0.0
